id_venta;sucursal;fecha;producto;cantidad;precio_unitario;total;vendedor
V01964;Guayaquil;20/01/2025;Refrigeradora;1;101,92;101,92;Gabriela Cárdenas
V01965;Cuenca;24/02/2025;Batidora;1;594,41;594,41;José Luis Solórzano
V01966;Cuenca;18/01/2025;Refrigeradora;2;116,38;232,76;Paola Vélez
V01967;Cuenca;22/06/2025;Refrigeradora;4;236,86;947,44;Ramiro Zambrano
V01968;Quito;20/03/2025;Aire Acondicionado;1;154,53;154,53;Fernando Peña
V01969;Quito;21/08/2025;Microondas;1;636,41;636,41;José Luis Solórzano
V01970;Cuenca;18/08/2025;Ventilador;4;787,15;3148,60;Andrés Villón
V01971;Cuenca;15/01/2025;Licuadora;4;551,74;2206,96;Andrés Villón
V01972;Quito;30/06/2025;Ventilador;3;170,64;511,92;Fernando Peña
V01973;Guayaquil;05/01/2025;Cafetera;1;87,70;87,70;María José Andrade
V01974;Cuenca;17/02/2025;Cafetera;1;687,46;687,46;José Luis Solórzano
V01975;Quito;06/08/2025;Batidora;3;783,71;2351,13;Paola Vélez
V01976;Quito;08/02/2025;Lavadora;5;88,27;441,35;Lucía Muñoz
V01977;Guayaquil;28/08/2025;Refrigeradora;5;75,37;376,85;Fernando Peña
V01978;Quito;22/07/2025;Aire Acondicionado;2;488,72;977,44;Gabriela Cárdenas
V01979;Guayaquil;20/02/2025;Licuadora;2;890,21;1780,42;Fernando Peña
V01980;Quito;16/03/2025;Cafetera;2;16,30;32,60;Lucía Muñoz
V01981;Quito;17/08/2025;Cocineta;5;460,68;2303,40;José Luis Solórzano
V01982;Quito;05/02/2025;Microondas;2;208,00;416,00;Andrés Villón
V01983;Quito;03/06/2025;Licuadora;5;80,53;402,65;José Luis Solórzano
V01984;Quito;08/03/2025;Licuadora;1;76,89;76,89;Lucía Muñoz
V01985;Cuenca;02/08/2025;Batidora;2;645,57;1291,14;Ramiro Zambrano
V01986;Cuenca;02/04/2025;Refrigeradora;1;442,82;442,82;Fernando Peña
V01987;Cuenca;12/01/2025;Licuadora;1;591,39;591,39;María José Andrade
Cuenca;19/08/2025;Cocineta;3;590,66;1771,98;María José Andrade
V01989;Cuenca;12/03/2025;Cocineta;2;481,66;963,32;Andrés Villón
V01990;Cuenca;06/02/2025;Ventilador;4;866,99;3467,96;Lucía Muñoz
V01991;Guayaquil;06/06/2025;Cafetera;5;575,99;2879,95;Paola Vélez
V01992;Guayaquil;26/06/2025;Cafetera;1;418,47;418,47;Paola Vélez
V01993;Guayaquil;03/02/2025;Batidora;3;440,81;1322,43;María José Andrade
V01994;Quito;10/06/2025;Lavadora;1;716,13;716,13;Gabriela Cárdenas
V01995;Cuenca;28/04/2025;Refrigeradora;2;601,13;1202,26;Andrés Villón
V01996;Quito;11/07/2025;Cafetera;4;714,25;2857,00;Fernando Peña
V01997;Cuenca;02/06/2025;Licuadora;3;790,57;2371,71;María José Andrade
V01998;Quito;18/07/2025;Batidora;5;129,35;646,75;Andrés Villón
V01999;Quito;08/02/2025;Cocineta;3;853,04;2559,12;María José Andrade
V02000;Guayaquil;17/04/2025;Cocineta;5;810,36;4051,80;Gabriela Cárdenas
